,Địa chỉ,Khu vực,phường/xã,dự án/số hẻm đường,Khoảng giá phổ biến Min,Giá phổ biến nhất,Khoảng giá phổ biến Max,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Mức giá
12516,"Đường Mai Xuân Thưởng, Phường 6, Quận 6, Hồ Chí Minh",Quận 6,6,Đường Mai Xuân Thưởng,114,363,557,92.0,5,5,5,25500.0
12517,"Đường Phó Cơ Điều, Phường 12, Quận 5, Hồ Chí Minh",Quận 5,12,Đường Phó Cơ Điều,169,402,547,60.8,5,4,4,19000.0
12518,"Đường Lê Hồng Phong, Phường 10, Quận 10, Hồ Chí Minh",Quận 10,10,Đường Lê Hồng Phong,152,202,404,150.0,3,4,4,24000.0
12519,"Đường Thạnh Mỹ Lợi, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Quận 2,Thạnh Mỹ Lợi,Đường Thạnh Mỹ Lợi,54,392,615,1311.0,2,4,6,115000.0
12520,"Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,Đường Nguyễn Văn Hưởng,54,236,630,360.0,2,4,5,52000.0
12521,"Phường 2, Tân Bình, Hồ Chí Minh",Tân Bình,2,0,138,281,444,150.0,8,30,30,28000.0
12522,"Phường Tân Hưng, Quận 7, Hồ Chí Minh",Quận 7,Tân Hưng,0,94,140,421,220.0,3,5,4,26500.0
12523,"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",Tân Bình,1,Đường Lê Văn Sỹ,155,195,454,70.0,4,3,4,15300.0
12524,"Đường Trần Hữu Trang, Phường 10, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,10,Đường Trần Hữu Trang,144,185,634,347.0,1,4,4,64500.0
12525,"Dự án The Era Town, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Phú Mỹ,Dự án The Era Town,39,133,227,44.0,3,4,4,2900.0
12526,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Quận 9,Long Thạnh Mỹ,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển",58,141,317,60.6,3,4,4,10640.0
12527,"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",Gò Vấp,14,Đường Phạm Văn Chiêu,92,116,345,56.1,4,4,4,6390.0
12528,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Quận 9,Long Thạnh Mỹ,Dự án Vinhomes Grand Park,58,141,317,558.0,3,4,4,68000.0
12529,"Đường Nguyễn Duy Cung, Phường 12, Gò Vấp, Hồ Chí Minh",Gò Vấp,12,Đường Nguyễn Duy Cung,101,132,299,44.0,1,2,2,4000.0
12530,"Đường Lý Thái Tổ, Phường 9, Quận 10, Hồ Chí Minh",Quận 10,9,Đường Lý Thái Tổ,150,332,563,119.6,3,3,3,26000.0
12531,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",Quận 1,Tân Định,Đường Trần Quang Khải,197,430,660,52.0,5,10,10,20000.0
12532,"Đường Trần Thị Cờ, Phường Thới An, Quận 12, Hồ Chí Minh",Quận 12,Thới An,Đường Trần Thị Cờ,55,104,141,297.0,4,5,6,21700.0
12533,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",Quận 1,Tân Định,Đường Trần Quang Khải,197,430,660,137.0,6,4,4,49000.0
12534,"Dự án Holm Villas Thảo Điền, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,"Dự án Holm Villas Thảo Điền, Đường Nguyễn Văn Hưởng",54,236,630,680.0,3,4,6,200000.0
12535,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh.",Tân Phú,Hòa Thạnh,Đường Lũy Bán Bích,79,152,258,436.0,1,1,1,58000.0
12536,"Đường Đồng Xoài, Phường 13, Tân Bình, Hồ Chí Minh",Tân Bình,13,Đường Đồng Xoài,112,148,349,56.0,4,5,6,6600.0
12537,"Đường Quốc Lộ 22, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",Quận 12,Trung Mỹ Tây,Đường Quốc Lộ 22,51,68,156,44.0,3,4,4,5100.0
12538,"Đường Lê Văn Duyệt, Phường 1, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,1,Đường Lê Văn Duyệt,102,139,421,69.7,5,4,4,38000.0
12539,"Đường Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,17,Đường Xô Viết Nghệ Tĩnh,102,139,421,168.7,3,5,5,170.0
12540,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",Quận 3,12,Đường Lê Văn Sỹ,182,229,930,82.0,3,4,4,12900.0
12541,"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Quý,Đường Gò Dầu,80,105,277,55.4,3,4,4,3990.0
12542,"Đường Tên Lửa, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông B,Đường Tên Lửa,70,90,202,168.0,1,2,2,42000.0
12543,"Dự án The Sholi Bình Tân, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",Bình Tân,An Lạc,"Dự án The Sholi Bình Tân, Đường An Dương Vương",74,97,219,80.0,6,5,7,13900.0
12544,"Phố Trần Xuân Soạn, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",Quận 7,Tân Kiểng,Phố Trần Xuân Soạn,88,122,332,150.7,1,1,1,10500.0
12545,"25/15/8, Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",Tân Bình,2,"25/15/8, Đường Cửu Long",138,281,444,144.0,6,24,26,34000.0
12546,"Đường Nguyễn Văn Trỗi, Phường 1, Tân Bình, Hồ Chí Minh",Tân Bình,1,Đường Nguyễn Văn Trỗi,155,195,454,53.94,3,3,4,12100.0
12547,"Đường Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Đa Kao,Đường Mạc Đĩnh Chi,218,453,1060,157.2,3,4,4,90000.0
12548,"Đường Bàu Cát, Phường 11, Tân Bình, Hồ Chí Minh",Tân Bình,11,Đường Bàu Cát,115,227,295,71.78,3,4,4,11200.0
12549,"Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",Quận 3,4,Đường Nguyễn Hiền,167,366,676,80.0,3,4,4,20000.0
12550,"Đường Hậu Giang, Phường 12, Quận 6, Hồ Chí Minh",Quận 6,12,Đường Hậu Giang,107,351,504,122.0,3,6,3,22000.0
12551,"Đường Dương Văn Dương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Quý,Đường Dương Văn Dương,80,105,277,480.0,3,4,4,48000.0
12552,"Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông A,0,70,90,202,72.0,3,5,6,7450.0
12553,"Đường Xuân Thủy, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,Đường Xuân Thủy,54,236,630,230.0,2,4,4,38000.0
12554,"Đường Trần Văn Kiểu, Phường 10, Quận 6, Hồ Chí Minh",Quận 6,10,Đường Trần Văn Kiểu,181,219,272,84.0,5,5,3,14000.0
12555,"Đường Bạch Đằng, Phường 24, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,24,Đường Bạch Đằng,97,141,284,100.0,4,4,3,11500.0
12556,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Đa Kao,Đường Nguyễn Đình Chiểu,218,453,1060,84.0,4,4,4,17000.0
12557,"93B, Đường Ký Con, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",Quận 1,Nguyễn Thái Bình,"93B, Đường Ký Con",237,688,1360,105.6,7,4,4,32000.0
12558,"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Phước Long B,Đường Đỗ Xuân Hợp,21,92,214,200.0,3,4,4,42000.0
12559,"Dự án KDC Phú Mỹ, Đường D5, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Phú Mỹ,"Dự án KDC Phú Mỹ, Đường D5",39,133,227,90.0,3,4,5,9000.0
12560,"Phố Phan Đăng Lưu, Phường 7, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,7,Phố Phan Đăng Lưu,120,174,524,176.0,4,10,10,28000.0
12561,"Dự án Opal Riverside, Đường 10, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Chánh,"Dự án Opal Riverside, Đường 10",80,116,214,80.0,1,1,1,4500.0
12562,"Hẻm 566, Đường Nguyễn Thái Sơn, Phường 5, Gò Vấp, Hồ Chí Minh",Gò Vấp,5,"Hẻm 566, Đường Nguyễn Thái Sơn",88,120,351,90.0,2,3,4,8200.0
12563,"Đường Ngô Gia Tự, Phường 3, Quận 10, Hồ Chí Minh",Quận 10,3,Đường Ngô Gia Tự,179,346,524,116.0,6,4,4,35000.0
12564,"Đường Lê Lăng, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",Tân Phú,Phú Thọ Hòa,Đường Lê Lăng,82,107,262,77.0,3,4,4,12000.0
12565,"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh.",Quận 3,10,Đường Cách Mạng Tháng Tám,185,241,642,120.0,1,4,4,41000.0
12566,"Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,6,Đường Nguyễn Văn Đậu,125,158,419,96.0,6,8,9,18900.0
12567,"Phố Phù Đổng Thiên Vương, Phường 11, Quận 5, Hồ Chí Minh",Quận 5,11,Phố Phù Đổng Thiên Vương,145,302,415,54.0,3,6,5,11500.0
12568,"Đường Tô Hiến Thành, Phường 10, Quận 10, Hồ Chí Minh.",Quận 10,10,Đường Tô Hiến Thành,152,202,404,65.0,2,3,3,1570.0
12569,"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",Quận 10,14,Đường Tô Hiến Thành,152,202,404,126.0,3,3,3,19000.0
12570,"Đường 475, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Phước Long B,Đường 475,21,92,214,42.0,4,4,3,5300.0
12571,"266/18, Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Tây Thạnh,"266/18, Đường Lê Trọng Tấn",84,139,205,61.5,3,3,3,6800.0
12572,"Đường 11, Phường 16, Gò Vấp, Hồ Chí Minh",Gò Vấp,16,Đường 11,101,132,299,55.0,2,3,2,4400.0
12573,"Dự án Mỹ Giang 1&2, Đường N, Phường Tân Phong, Quận 7, Hồ Chí Minh",Quận 7,Tân Phong,"Dự án Mỹ Giang 1&2, Đường N",56,235,510,126.0,3,3,2,48800.0
12574,"Phố Lương Định Của, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,An Phú,Phố Lương Định Của,70,232,574,300.0,8,5,6,120000.0
12575,"Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh",Quận 10,1,Đường Lê Hồng Phong,152,202,404,48.0,3,4,2,8700.0
12576,"Đường Lô Tư, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa A,Đường Lô Tư,67,86,179,40.0,2,3,3,3280.0
12577,"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",Quận 8,7,Đường Phạm Thế Hiển,43,74,125,103.7,3,3,2,4680.0
12578,"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,13,Đường Bình Lợi,102,139,421,220.0,3,5,4,24000.0
12579,"Dự án Mỹ Văn 1&2, Đường 16, Phường Tân Phú, Quận 7, Hồ Chí Minh",Quận 7,Tân Phú,"Dự án Mỹ Văn 1&2, Đường 16",68,236,479,280.0,3,4,4,65000.0
12580,"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Quận 9,Trường Thạnh,"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh",52,69,109,100.0,3,4,4,5800.0
12581,"Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Tây Thạnh,Đường Nguyễn Hữu Tiến,84,139,205,64.0,5,4,4,6900.0
12582,"32, Đường Lê Thị Hồng, Phường 17, Gò Vấp, Hồ Chí Minh",Gò Vấp,17,"32, Đường Lê Thị Hồng",101,132,299,65.0,3,4,4,7800.0
12583,"Đường Đinh Tiên Hoàng, Phường 3, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,3,Đường Đinh Tiên Hoàng,106,141,404,69.1,3,1,4,10000.0
12584,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",Quận 10,12,Đường 3/2,152,202,404,105.0,5,7,6,26000.0
12585,"Đường Đất Thánh, Phường 6, Tân Bình, Hồ Chí Minh",Tân Bình,6,Đường Đất Thánh,100,136,367,242.0,1,4,4,34000.0
12586,"Đường B, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Chánh,Đường B,80,116,214,180.0,1,3,3,12500.0
12587,"Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Quận 7,Tân Hưng,Phố Trần Xuân Soạn,94,140,421,60.6,3,4,4,3750.0
12588,"Đường Bùi Tá Hán, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,An Phú,Đường Bùi Tá Hán,70,232,574,80.0,4,4,4,16800.0
12589,"Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,2,Đường Phan Xích Long,135,344,586,128.0,3,4,4,75000.0
12590,"The Sholi Bình Tân, 311, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",Bình Tân,An Lạc,"The Sholi Bình Tân, 311, Đường An Dương Vương",74,97,219,80.0,3,4,4,13900.0
12591,"Đường Châu Văn Liêm, Phường 10, Quận 5, Hồ Chí Minh",Quận 5,10,Đường Châu Văn Liêm,248,340,550,175.0,2,1,4,57000.0
12592,"Đường Tân Thuận Tây, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Quận 7,Tân Thuận Tây,Đường Tân Thuận Tây,82,113,370,82.0,3,3,2,6500.0
12593,"Đường Số 4 Cư xá Đô Thành, Phường 14, Quận 3, Hồ Chí Minh",Quận 3,14,Đường Số 4 Cư xá Đô Thành,146,184,696,35.0,3,4,4,5000.0
12594,"Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, Hồ Chí Minh",Quận 3,5,Đường Nguyễn Thị Minh Khai,180,485,796,270.0,7,5,6,120000.0
12595,"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",Gò Vấp,8,Đường Quang Trung,92,118,194,475.0,1,5,5,60000.0
12596,"Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Đa Kao,0,218,453,1060,49.0,4,5,4,14000.0
12597,"Dự án Him Lam Kênh Tẻ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Quận 7,Tân Hưng,Dự án Him Lam Kênh Tẻ,94,140,421,100.0,4,4,5,25000.0
12598,"Đường Trường Sơn, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,15,Đường Trường Sơn,152,202,404,80.0,1,1,1,16500.0
12599,"Đường Thủ Khoa Huân, Phường Bến Thành, Quận 1, Hồ Chí Minh",Quận 1,Bến Thành,Đường Thủ Khoa Huân,230,833,1792,356.3,13,103,15,750000.0
12600,"Đường Đô Đốc Long, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Quý,Đường Đô Đốc Long,80,105,277,97.1,2,7,4,9200.0
12601,"Đường Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,17,Đường Xô Viết Nghệ Tĩnh,102,139,421,250.0,3,4,3,46000.0
12602,"Phố Nguyễn Thiện Thuật, Phường 2, Quận 3, Hồ Chí Minh",Quận 3,2,Phố Nguyễn Thiện Thuật,182,229,930,57.0,5,6,7,15500.0
12603,"Phố Đặng Trần Côn, Phường Bến Thành, Quận 1, Hồ Chí Minh",Quận 1,Bến Thành,Phố Đặng Trần Côn,230,833,1792,152.2,3,4,4,54000.0
12604,"Đường Kinh Dương Vương, Phường 12, Quận 6, Hồ Chí Minh",Quận 6,12,Đường Kinh Dương Vương,107,351,504,260.0,3,4,4,59000.0
12605,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh.",Quận 10,12,Đường Sư Vạn Hạnh,152,202,404,80.1,4,3,4,1780.0
12606,"Đường 27, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông B,Đường 27,70,90,202,100.0,4,6,6,12500.0
12607,"Đường Số 8, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",Thủ Đức,Linh Trung,Đường Số 8,76,104,166,51.2,3,4,4,5000.0
12608,"Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh.",Quận 10,13,Đường Tô Hiến Thành,179,346,524,71.0,3,4,4,23000.0
12609,"Đường Lạc Long Quân, Phường 8, Tân Bình, Hồ Chí Minh",Tân Bình,8,Đường Lạc Long Quân,107,143,478,29.0,4,2,4,4500.0
12610,"Đường Trương Định, Phường 6, Quận 3, Hồ Chí Minh",Quận 3,6,Đường Trương Định,205,640,1032,981.7,7,35,38,635000.0
12611,"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phước Kiển,"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ",41,126,261,96.8,3,4,4,10300.0
12612,"Hẻm 75, Đường Nguyễn Sỹ Sách, Phường 15, Tân Bình, Hồ Chí Minh",Tân Bình,15,"Hẻm 75, Đường Nguyễn Sỹ Sách",84,106,262,56.0,4,4,4,10200.0
12613,"Đường Lê Văn Việt, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",Quận 9,Hiệp Phú,Đường Lê Văn Việt,39,183,300,150.0,3,3,3,24000.0
12614,"Cityland Garden Hills, 168, Đường Phan Văn Trị, Phường 7, Gò Vấp, Hồ Chí Minh",Gò Vấp,7,"Cityland Garden Hills, 168, Đường Phan Văn Trị",89,119,289,126.0,5,4,4,38000.0
12615,"Đường Số 7, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Chánh,Đường Số 7,80,116,214,77.0,5,4,5,8300.0
12616,"91, Đường Trương Định, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Quận 3,Võ Thị Sáu,"91, Đường Trương Định",180,541,970,68.0,4,9,8,38000.0
12617,"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Quý,Đường Gò Dầu,80,105,277,192.0,2,4,2,33000.0
12618,"Đường Nguyễn Văn Lượng, Phường 16, Gò Vấp, Hồ Chí Minh",Gò Vấp,16,Đường Nguyễn Văn Lượng,101,132,299,55.0,2,3,2,4400.0
12619,"Đường 8, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Thủ Đức,Linh Xuân,Đường 8,53,69,146,180.0,1,3,2,7200.0
12620,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",Quận 12,Đông Hưng Thuận,Đường Nguyễn Văn Quá,52,70,180,52.0,2,3,3,4100.0
12621,"Đường Hương Giang, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,15,Đường Hương Giang,152,202,404,86.0,2,4,4,15000.0
12622,"Đường Ngô Bệ, Phường 13, Tân Bình, Hồ Chí Minh",Tân Bình,13,Đường Ngô Bệ,112,148,349,89.0,2,4,2,9800.0
12623,"Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Tây Thạnh,0,84,139,205,125.0,5,15,16,13000.0
12624,"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà Bè,Nhà Bè,"Dự án The Sun Residence, Đường Đào Tông Nguyên",70,93,219,50.2,3,4,5,5700.0
12625,"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",Tân Phú,Phú Thọ Hòa,Đường Phú Thọ Hòa,82,107,262,80.0,2,4,4,5800.0
12626,"Phố Bà Huyện Thanh Quan, Phường 6, Quận 3, Hồ Chí Minh",Quận 3,6,Phố Bà Huyện Thanh Quan,205,640,1032,225.0,10,5,6,199000.0
12627,"Đường Miếu Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa A,Đường Miếu Gò Xoài,67,86,179,80.0,5,6,7,8500.0
12628,"Hẻm 108/, Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",Tân Bình,4,"Hẻm 108/, Đường Cộng Hòa",132,266,381,110.0,3,4,4,14000.0
12629,"Hẻm 68, Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh",Tân Bình,4,"Hẻm 68, Đường Út Tịch",132,266,381,61.8,3,2,3,7200.0
12630,"Đường Lý Thái Tổ, Phường 1, Quận 3, Hồ Chí Minh",Quận 3,1,Đường Lý Thái Tổ,185,241,642,25.0,3,1,1,3200.0
12631,"Đường Nguyễn Cư Trinh, Phường Bến Thành, Quận 1, Hồ Chí Minh",Quận 1,Bến Thành,Đường Nguyễn Cư Trinh,230,833,1792,300.0,3,4,4,62000.0
12632,"Đường 8, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Thủ Đức,Linh Xuân,Đường 8,53,69,146,60.0,3,4,4,5050.0
12633,"Đường Hàn Hải Nguyên, Phường 2, Quận 11, Hồ Chí Minh",Quận 11,2,Đường Hàn Hải Nguyên,137,166,398,80.0,5,8,8,12500.0
12634,"Đường Bạch Mã, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,15,Đường Bạch Mã,152,202,404,200.0,3,4,4,45000.0
12635,"Đường Hiệp Thành 44, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",Quận 12,Hiệp Thành,Đường Hiệp Thành 44,49,67,133,99.0,1,1,1,4850.0
12636,"Đường Ngô Thị Thu Minh, Phường 2, Tân Bình, Hồ Chí Minh",Tân Bình,2,Đường Ngô Thị Thu Minh,138,281,444,60.0,3,4,3,14700.0
12637,"Đường K300, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,12,Đường K300,129,211,332,75.0,2,3,3,11500.0
12638,"Đường Số 5, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông B,Đường Số 5,70,90,202,120.0,3,4,4,31500.0
12639,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Thới Hòa,Đường Lũy Bán Bích,81,103,174,271.0,3,3,4,12800.0
12640,"539, Đường Hương Lộ 3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa,"539, Đường Hương Lộ 3",67,86,179,60.0,3,2,2,5100.0
12641,"1979, Đường Huỳnh Thị Đồng, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà Bè,Nhà Bè,"1979, Đường Huỳnh Thị Đồng",70,93,219,52.8,3,4,4,5850.0
12642,"Đường Dương Quảng Hàm, Phường 6, Gò Vấp, Hồ Chí Minh",Gò Vấp,6,Đường Dương Quảng Hàm,85,111,238,5523.0,12,65,15,700000.0
12643,"Dự án Amelie Villa Phú Mỹ Hưng, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà Bè,Nhà Bè,"Dự án Amelie Villa Phú Mỹ Hưng, Đường Huỳnh Tấn Phát",70,93,219,121.0,4,5,5,10700.0
12644,"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",Gò Vấp,14,Đường Phạm Văn Chiêu,92,116,345,60.2,3,4,4,5000.0
12645,"Đường Kha Vạn Cân, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",Thủ Đức,Linh Chiểu,Đường Kha Vạn Cân,60,85,259,52.0,2,3,2,1580.0
12646,"Đường Số 20, Phường 5, Gò Vấp, Hồ Chí Minh",Gò Vấp,5,Đường Số 20,88,120,351,73.0,4,4,4,8700.0
12647,"314/86/5, Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",Quận 8,3,"314/86/5, Đường Âu Dương Lân",88,113,254,50.0,1,3,2,5200.0
12648,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",Quận 7,Tân Phú,Đường Nguyễn Thị Thập,68,236,479,600.0,3,4,4,78000.0
12649,"Nhà 968/18, Đường An Dương Vương, Phường 12, Quận 6, Hồ Chí Minh",Quận 6,12,"Nhà 968/18, Đường An Dương Vương",107,351,504,75.6,5,5,6,7200.0
12650,"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Phước Long B,Đường Đỗ Xuân Hợp,21,92,214,350.0,1,1,1,60000.0
12651,"Đường Cao Thắng, Phường 5, Quận 3, Hồ Chí Minh",Quận 3,5,Đường Cao Thắng,180,485,796,108.0,5,6,6,26000.0
12652,"Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh",Gò Vấp,15,Đường Lê Đức Thọ,90,110,225,40.0,3,3,4,5200.0
12653,"Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh",Gò Vấp,14,Đường Phan Huy Ích,92,116,345,180.0,3,4,4,25000.0
12654,"Số 20 đường 783A, Phường 4, Quận 8, Hồ Chí Minh",Quận 8,4,Số 20 đường 783A,95,124,238,160.0,3,4,4,17500.0
12655,"Đường Lê Văn Thọ, Phường 14, Gò Vấp, Hồ Chí Minh",Gò Vấp,14,Đường Lê Văn Thọ,92,116,345,60.0,4,4,4,8300.0
12656,"Đường Phạm Ngọc Thạch, Phường 6, Quận 3, Hồ Chí Minh",Quận 3,6,Đường Phạm Ngọc Thạch,205,640,1032,44.0,4,4,4,11500.0
12657,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",Quận 1,Phạm Ngũ Lão,Đường Bùi Viện,181,710,1300,240.0,4,5,6,168000.0
12658,"Đường Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",Quận 2,Bình Trưng Tây,Đường Nguyễn Thị Định,86,125,357,280.0,3,4,4,60000.0
12659,"Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh",Tân Bình,14,Đường Trương Công Định,132,266,381,73.6,1,4,4,12000.0
12660,"Đường Nguyễn Tri Phương, Phường 8, Quận 5, Hồ Chí Minh",Quận 5,8,Đường Nguyễn Tri Phương,156,394,552,88.2,2,4,4,15400.0
12661,"Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phước Kiển,Đường Lê Văn Lương,41,126,261,105.0,3,4,4,7200.0
12662,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",Quận 12,Tân Thới Nhất,Đường Phan Văn Hớn,55,81,200,260.0,3,4,4,19500.0
